ATTRIBUTE NAME,DATA CATEGORY,PII CATEGORY,PII SUBCATEGORY,DEFINITION,DERIVATION TYPE,DATA TYPE,SAMPLE VALUES,DATA OWNER,FREQUENCY OF REFRESH,LATENCY,BRAND,CFU,SUBJECT AREA,REDSHIFT TABLE
affluence,Demographic/Affluence,Non-PII,Non-PII,"Affluence is a derived socio-economic status based on the Affluence and Lifestyle model. Segments are the following:
 
1: AFFLUENT - SEC A-B, Php 202,616 and above household income
2: EMERGING - SEC C, Php 40,523 - 202,615 household income
3: STRUGGLING - SEC D-E below Php 40,522 household income",Direct Pull,varchar(1000),2: EMERGING,MSH,Monthly,mo-1,"GHP, WIRELINE",Consumer,customer,customer_profile
lifestage,Audience/Persona,Non-PII,Non-PII,"Lifestage is a derived value based on the Affluence and Lifestyle model. Segments are the following:
 
 Student: Gen Z (<20yrs old)
 Yuppie: Young Millennial (21-28yrs old likely single)
 Transitioner: Ageing Millennial (29-37yrs old); and Young Millennial (21-28yrs old) who are married
 Balancer: Gen X (38-51 yrs. old likely married)
 Retiree: Baby Boomer (52yrs old & above likely married)",Direct Pull,varchar(1000),4: BALANCER,MSH,Monthly,mo-1,"GHP, GHP-PREPAID, TM, WIRELINE",Consumer,customer,customer_profile
mds_journey,Behavioral,Non-PII,Non-PII,"Subscriber tagging based on Mobile Data Spend (MDS) journey segmentation to determine how savvy the subscriber is in using MDS. The following segments are:
 - Education: Non MDS User
 - Trial A: Free MDS User with usage <5MB
 - Trial B: Free MDS User with usage >5MB
 - Value: Paid Light MDS User 
 - Investment: Paid Medium MDS User
 - Habit: Paid HIGH MDS User",Direct Pull,varchar(1000),INVESTMENT,MSH,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, IBG Traveler",usage,usage_profile
income_segment_code,Demographic/Affluence,Non-PII,Non-PII,"An income bracket of subscribers based on the amount of their income.
 A-B: 154750 - above
 C: 50250 - 154749
 D: 15917 - 50249
 E: below- 15916",Direct Pull,varchar(1000),D,EDO-UUP,Daily,,"GHP, WIRELINE","Consumer, EG, SG, In house",customer,customer_profile
unpaid_billed_amount,Customer PII,Non-PII,Non-PII,Sum of previous balance amount and financial activities amount of a subscriber,Derived,"numeric(38,2)",20.25,PW,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",invoice,invoice_profile
active_subscriber_indicator,Behavioral,Non-PII,Non-PII,Active subscribers with transaction in the past 2 weeks based from usage and reload transactions,Derived,boolean,TRUE,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_average_data_quantity_rolling_90days_mb,Behavioral,Non-PII,Non-PII,Average mobile data (MDS) usage for the past 3 months in Megabytes (MB),Derived,bigint,1844641,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
handset_os_name,Globe ID,Non-PII,Non-PII,"Operating System of the latest handset being used by the subscriber based sms, voice and all data usages for a month",Derived,varchar(1000),ANDROID,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
handset_manufacturer_name,Globe ID,Non-PII,Non-PII,"Manufacturer of latest device used based on sms, voice and data usages for a month",Derived,varchar(1000),SAMSUNG,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
handset_model_name,Globe ID,Non-PII,Non-PII,"Phone model name of latest device used based on sms, voice and data usages for a month",Derived,varchar(1000),SM-J100H,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
owns_house_indicator,Behavioral,Non-PII,Non-PII,Indicator for a subscriber who owns a house,Derived,boolean,TRUE,EDO-UUP,Daily,,"GHP, WIRELINE","Consumer, EG, SG, In house",customer,customer_profile
payment_category_description,Globe ID,Non-PII,Non-PII,"Carrier plan type description (GHP-POSTPAID, GHP-PREPAID)",Direct Pull,varchar(1000),PREPAID,CBRM,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",payment,payment_profile
usage_data_rolling_30_days_quantity,Behavioral,Non-PII,Non-PII,Data usage utilization for the past rolling 1 month,Derived,"numeric(19,4)",1024,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
credit_loan_scoring_date,Behavioral,Non-PII,Non-PII,The date as to when the score for the credit loan amount was made,Inferred,timestamp,40469.62163,EDO-AA,Monthly,,"GHP-PREPAID, TM",Consumer,reload,reload_profile
credit_loan_limit_amount,Behavioral,Non-PII,Non-PII,The amount of credit loan limit of a subscriber,Inferred,integer,50,EDO-AA,Monthly,,"GHP-PREPAID, TM",Consumer,reload,reload_profile
credit_loan_score,Behavioral,Non-PII,Non-PII,"The predicted credit value of the loan top-up.
 Values are between 0-1:
 - if close to 0 low risk si sub
 - if close to 1 high risk si sub",Inferred,"numeric(21,5)",0.18,EDO-AA,Monthly,,"GHP-PREPAID, TM",Consumer,reload,reload_profile
credit_loan_tag,Behavioral,Non-PII,Non-PII,The credit loan tagging to a subscriber,Inferred,varchar(1000),GP_NEW_LOANER,EDO-AA,Monthly,,"GHP-PREPAID, TM",Consumer,reload,reload_profile
reload_average_amount_past_120days,Behavioral,Non-PII,Non-PII,The average top-up amount for the past 120 days prior to past 30 days (Starting from the 5th week up to 16th week),Derived,"numeric(21,2)",50,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_date_count_past_120days,Behavioral,Non-PII,Non-PII,The number of distinct top-up days for the past 120 days prior to past 30 days (Starting from the 5th week up to 16th week),Derived,integer,23,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_latest_past_90days,Behavioral,Non-PII,Non-PII,Latest top-up amount availed by the subscriber for the past 90 days,Derived,"numeric(21,2)",50,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_max_daily_sum_past_120days,Behavioral,Non-PII,Non-PII,The maximum sum of daily top-up amount availed by the subscriber for the past 120 days (5th - 16th week),Derived,"numeric(21,2)",50,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_transaction_count_past_120days,Behavioral,Non-PII,Non-PII,Number of top-up transactions for the past 120 days prior to 30 days,Derived,integer,50,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_max_denom_past_120days,Behavioral,Non-PII,Non-PII,Maximum top-up denominations for the past 120 days,Derived,"numeric(21,2)",50,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
usage_data_rolling_90_days_mb,Behavioral,Non-PII,Non-PII,Data usage utilization for the past rolling 3 months,Derived,"numeric(19,4)",100,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_sum_outbound_inter_voice_30days_mins,Behavioral,Non-PII,Non-PII,Total no. of outgoing calls in minutes by the subscriber for 30 days,Derived,integer,62220,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
availment_amount_past_30days,Campaign History,Non-PII,Non-PII,Total amount promo registrations availed by the subscriber for the past 30 days,Derived,"numeric(21,2)",13,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_amount_past_120days,Campaign History,Non-PII,Non-PII,Total amount promo registrations availed by the subscriber for the past 120 days,Derived,"numeric(21,2)",13,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_count_past_30days,Campaign History,Non-PII,Non-PII,The number of promo registrations availed by the subscriber for the past 30 days,Derived,integer,12,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_count_past_120days,Campaign History,Non-PII,Non-PII,Total number of promo registrations availed by the subscriber for the past 120 days (5th-16th week),Derived,integer,49,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_data_amount_past_30days,Campaign History,Non-PII,Non-PII,Total amount of data promo registrations consumed by the subscriber for the past 30 days,Derived,"numeric(21,2)",13,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_data_amount_past_120days,Campaign History,Non-PII,Non-PII,Total amount of data promo registrations consumed by the subscriber for the past 120 days (5th-16th week),Derived,"numeric(21,2)",13,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
active_days_past_30days,Behavioral,Non-PII,Non-PII,The number of days the subscriber is active for the past 30 days. This includes OB usage and top-up activities.,Derived,integer,9,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
active_days_past_120days,Behavioral,Non-PII,Non-PII,The number of days the subscriber is active for the past 120 days prior to past 30 days. This includes OB usage and top-up activities.,Derived,integer,10,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_data_mb_rolling_120days_quantity,Behavioral,Non-PII,Non-PII,Total data utilization (MB) for the past 120 days prior to past 30 days,Derived,bigint,41,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_average_amount_past_30days,Behavioral,Non-PII,Non-PII,Average of usage amount used by the subscriber for the past 30 days,Derived,"numeric(21,2)",36,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_average_amount_past_120days,Behavioral,Non-PII,Non-PII,Average of usage amount used by the subscriber for the past 120 days (5th - 16th week),Derived,"numeric(21,2)",24,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_data_count_past_120days,Behavioral,Non-PII,Non-PII,Number of data usage used by the subscriber for the past 120 days (5th - 16th week),Derived,integer,19,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_total_amount_past_30days,Behavioral,Non-PII,Non-PII,Total of usage amount used by the subscriber for the past 30 days,Derived,"numeric(21,2)",23,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
network_monthly_top_1_voice_location_region,Customer PII,Non-PII,Non-PII,Top 1 Location (Region) of the subscriber based on call/voice usages in 1 month,Direct Pull,varchar(1000),NATIONAL CAPITAL REGION (NCR),Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_voice_location_province,Customer PII,Non-PII,Non-PII,Top 1 Location (Province) of the subscriber based on call/voice usages in 1 month,Direct Pull,varchar(1000),"NCR, SECOND DISTRICT (Not a Province)",Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_voice_location_town,Customer PII,Non-PII,Non-PII,Top 1 Location (Town) of the subscriber based on call/voice usages in 1 month,Direct Pull,varchar(1000),QUEZON CITY,Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_voice_location_barangay,Customer PII,Non-PII,Non-PII,Top 1 Location (Barangay) of the subscriber based on call/voice usages in 1 month,Direct Pull,varchar(1000),Camp Aguinaldo,Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_sms_location_region,Customer PII,Non-PII,Non-PII,Top 1 Location (Region) of the subscriber based on SMS usages in 1 month,Direct Pull,varchar(1000),REGION XIII (Caraga),Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_sms_location_province,Customer PII,Non-PII,Non-PII,Top 1 Location (Province) of the subscriber based on SMS usages in 1 month,Direct Pull,varchar(1000),AGUSAN DEL NORTE,Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_sms_location_town,Customer PII,Non-PII,Non-PII,Top 1 Location (Town) of the subscriber based on SMS usage sin 1 month,Direct Pull,varchar(1000),CITY OF BUTUAN (Capital),Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_sms_location_barangay,Customer PII,Non-PII,Non-PII,Top 1 Location (Barangay) of the subscriber based on SMS usages in 1 month,Direct Pull,varchar(1000),Bayanihan Pob. (Bgy. 27),Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_data_location_region,Customer PII,Non-PII,Non-PII,Top 1 Location (Region) of the subscriber based on data usages in 1 month,Direct Pull,varchar(1000),NATIONAL CAPITAL REGION (NCR),Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_data_location_province,Customer PII,Non-PII,Non-PII,Top 1 Location (Province) of the subscriber based on data usages in 1 month,Direct Pull,varchar(1000),"NCR, FOURTH DISTRICT (Not a Province)",Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_data_location_town,Customer PII,Non-PII,Non-PII,Top 1 Location (Town) of the subscriber based on data usages in 1 month,Direct Pull,varchar(1000),PASAY CITY,Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_1_data_location_barangay,Customer PII,Non-PII,Non-PII,Top 1 Location (Barangay) of the subscriber based on data usages in 1 month,Direct Pull,varchar(1000),Barangay 169,Omni/VoC,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
usage_projected_data_quantity_30days_mb,Behavioral,Non-PII,Non-PII,Projected data utilization of the subscriber for the bill cycle in megabytes (MB),Derived,bigint,140769,FVT,Daily,,GHP,"Consumer, EG, SG, In house",usage,usage_profile
online_gamer_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber plays Multiplayer Online Battle Arena (MOBA) games such as mobile_legends, genshin_impact, clash_royale
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Inferred,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_gamer_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for MOBA gamer profile
 
 Metric: Average Daily Data Burn in Megabytes in a Month
 Valid values: 
 LOW: <=1.6 MB
 MID: > 1.6 MB & <= 2.4 MB
 HIGH: > 2.4 MB
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Inferred,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_gamer_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Online Gamer profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Inferred,varchar(1000),{“Average Daily Data Burn in Bytes in a Month”: 26999157},EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
kpop_fan_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses websites or apps related to KPop or Korean culture such as allkpop, vlive, starplay
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Inferred,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
kpop_fan_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for KPOP fan profile
 
 Metric: Total Hits in a Month
 Valid values: 
 LOW: <= 8 hits
 MID: > 8 & <= 12 hits
 HIGH: > 12 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Inferred,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
